"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Oman","OMN","Land area (sq. km)","AG.LND.TOTL.K2","","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","","",
"Other small states","OSS","Land area (sq. km)","AG.LND.TOTL.K2","","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039234","2039254","2039254","2032331","2032331","2032331","2032331","2032331","2032331","2032331","2032331","2032331","2032341","2030668","2030678","2030678","2030688","2030698","2030698","2030700","2030705","2030708","2031788","2031669","2031676","2031704","2031705","2032281","","",
"Pakistan","PAK","Land area (sq. km)","AG.LND.TOTL.K2","","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","","",
"Panama","PAN","Land area (sq. km)","AG.LND.TOTL.K2","","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74340","74120","74120","74120","74120","74177","","",
"Peru","PER","Land area (sq. km)","AG.LND.TOTL.K2","","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","","",
"Philippines","PHL","Land area (sq. km)","AG.LND.TOTL.K2","","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298260","298230","298190","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","298170","","",
"Palau","PLW","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Papua New Guinea","PNG","Land area (sq. km)","AG.LND.TOTL.K2","","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","452860","","",
"Poland","POL","Land area (sq. km)","AG.LND.TOTL.K2","","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306290","306240","306330","306330","306320","306320","306300","306280","306280","306230","306220","306210","306190","306190","306190","306190","306170","","",
"Pre-demographic dividend","PRE","Land area (sq. km)","AG.LND.TOTL.K2","","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792411","17792011","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17791611","17788561","17789271","20270879.271","20270879.594","20270689.952","20270645.633","20270647.424","20270524.303","20270522.033","20270500.838","","",
"Puerto Rico","PRI","Land area (sq. km)","AG.LND.TOTL.K2","","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","","",
"Korea, Dem. People’s Rep.","PRK","Land area (sq. km)","AG.LND.TOTL.K2","","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","120410","","",
"Portugal","PRT","Land area (sq. km)","AG.LND.TOTL.K2","","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91500","91470","91470","91470","91470","91590","91590","91590","91590","91605.2","91605.6","91605.6","91605.6","91605.6","91605.6","","",
"Paraguay","PRY","Land area (sq. km)","AG.LND.TOTL.K2","","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","397300","","",
"West Bank and Gaza","PSE","Land area (sq. km)","AG.LND.TOTL.K2","","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","","",
"Pacific island small states","PSS","Land area (sq. km)","AG.LND.TOTL.K2","","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","62860","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","64200","","",
"Post-demographic dividend","PST","Land area (sq. km)","AG.LND.TOTL.K2","","31357828","31357808","31357818","31357818","31357808","31357798","31357788","31357778","31357778","31357768","31357758","31357658","31357658","31357628","31357398","31357318","31357188","31357188","31357158","31356978","31357058","31356838","31356798","31355309","31355209","31355309","31355219","31355209","31355209","31355209","31355209","31355249","31355229","31355219","31355269","31355228","31355127","31355026","31354985","31357185","31356940","31354615","31355066","31354738","31354586","31354010.6","31354069.2","31339095.4","31339885.3","31341400.9","31341654.9","31336425.6","31334278.46","31335421.9","31335005.33","31345078.86","31344837.84","31348558.259","","",
"French Polynesia","PYF","Land area (sq. km)","AG.LND.TOTL.K2","","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3660","3520","","",
"Qatar","QAT","Land area (sq. km)","AG.LND.TOTL.K2","","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11490","11490","11490","11490","11490","","",
"Romania","ROU","Land area (sq. km)","AG.LND.TOTL.K2","","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","230340","229350","229350","229460","229460","229460","229510","229490","229520","229530","229590","229600","229710","229710","229870","229950","230000","229980","229980","229890","229900","230060","230050","230170","230020","230030","230080","230080","230080","230080","230080","","",
"Russian Federation","RUS","Land area (sq. km)","AG.LND.TOTL.K2","","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16389950","16386180","16381330","16378380","16377960","16378650","16381300","16388510","16381340","16380440","16380940","16380980","16381230","16381390","16377740","16377740","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","16376870","","",
"Rwanda","RWA","Land area (sq. km)","AG.LND.TOTL.K2","","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","24670","","",
"South Asia","SAS","Land area (sq. km)","AG.LND.TOTL.K2","","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4772910","4772910","4772910","4772910","4772910","4772910","4773260","4773260","4773260","4773260","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4770760","4770787","4770787","4770754","","",
"Saudi Arabia","SAU","Land area (sq. km)","AG.LND.TOTL.K2","","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","","",
"Sudan","SDN","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1849374.861","1849379.89","1849378.197","1849349.416","1849351.206","1849240.201","1849238.953","1849233.715","","",
"Senegal","SEN","Land area (sq. km)","AG.LND.TOTL.K2","","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","192530","","",
"Singapore","SGP","Land area (sq. km)","AG.LND.TOTL.K2","","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","670","675","687","689","689","694","695","700","700","702","704","706","707","709","709","709","709","709","","",
"Solomon Islands","SLB","Land area (sq. km)","AG.LND.TOTL.K2","","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","27990","","",
"Sierra Leone","SLE","Land area (sq. km)","AG.LND.TOTL.K2","","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","72180","","",
"El Salvador","SLV","Land area (sq. km)","AG.LND.TOTL.K2","","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20850","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","20720","","",
"San Marino","SMR","Land area (sq. km)","AG.LND.TOTL.K2","","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","","",
"Somalia","SOM","Land area (sq. km)","AG.LND.TOTL.K2","","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","627340","","",
"Serbia","SRB","Land area (sq. km)","AG.LND.TOTL.K2","","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","87460","","",
"Sub-Saharan Africa (excluding high income)","SSA","Land area (sq. km)","AG.LND.TOTL.K2","","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340701","21340301","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21339901","21238901","21238901","21238901","21238901","21238901","21238901","21238901","21238901","21238901","21238901","21238901","21368165.328","21368218.777","21368215.344","21368188.296","21368173.056","21368171.983","21368864.379","23850427.359","23850428.97","23850434.332","23850402.678","23850452.338","23850360.342","23850334.032","23850333.228","","",
"South Sudan","SSD","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","631978.41","631973.704","631972.755","631957.217","631957.218","631945.102","631944.08","631928.123","","",
"Sub-Saharan Africa","SSF","Land area (sq. km)","AG.LND.TOTL.K2","","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21342791","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21370655.328","21370708.777","21370705.344","21370678.296","21370663.056","21370661.983","21371354.379","23852917.359","23852918.97","23852924.332","23852892.678","23852942.338","23852850.342","23852824.032","23852823.228","","",
"Small states","SST","Land area (sq. km)","AG.LND.TOTL.K2","","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2506894","2507034","2507034","2507034","2507034","2507034","2506944","2506944","2506944","2506944","2506944","2506944","2506944","2506944","2506944","2506944","2506944","2508284","2508304","2508304","2501381","2501381","2501381","2501381","2501381","2501381","2501381","2501381","2501381","2501391","2499718","2499728","2499728","2499738","2499748","2499748","2499750","2499755","2499758","2500838","2500719","2500726","2500754","2500755","2501331","","",
"Sao Tome and Principe","STP","Land area (sq. km)","AG.LND.TOTL.K2","","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","","",
"Suriname","SUR","Land area (sq. km)","AG.LND.TOTL.K2","","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","","",
"Slovak Republic","SVK","Land area (sq. km)","AG.LND.TOTL.K2","","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48110","48100","48100","48100","48100","48100","48090","48091","48088","48088","48088","48080","48082","48080","48080","48080","","",
"Slovenia","SVN","Land area (sq. km)","AG.LND.TOTL.K2","","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20146.2","20145.8","20146.2","20146","20145.7","20140","20140","20142.6","20142","20138.1","20136.4","","",
"Sweden","SWE","Land area (sq. km)","AG.LND.TOTL.K2","","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","407340","407340","407310","407310","407310","407310","407310","","",
"Eswatini","SWZ","Land area (sq. km)","AG.LND.TOTL.K2","","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","","",
"Sint Maarten (Dutch part)","SXM","Land area (sq. km)","AG.LND.TOTL.K2","","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","","",
"Seychelles","SYC","Land area (sq. km)","AG.LND.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Syrian Arab Republic","SYR","Land area (sq. km)","AG.LND.TOTL.K2","","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183590","183570","183570","183630","183640","183640","183640","183630","183630","183630","183630","183630","183630","183630","183630","183630","","",
"Turks and Caicos Islands","TCA","Land area (sq. km)","AG.LND.TOTL.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","","",
"Chad","TCD","Land area (sq. km)","AG.LND.TOTL.K2","","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1259600","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Land area (sq. km)","AG.LND.TOTL.K2","","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844440","15844400","15844370","15844370","15844360","15844360","15844360","15844360","15844360","15844350","15844350","15844350","15844350","15844350","15844350","15844350","15844350","15844350","15845690","15845690","15845690","15845690","15845740","15845730","15845730","15845730","15845730","15831290","15831320.2","15830780.2","15830299.7","15830180.5","15830119.8","15830230","15830280","15830070","15830060.5","15830020.7","15830050.9","15829910.9","15829841.3","15829841.3","15833536.8","15899484.9","15899195.2","15899196.9","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Land area (sq. km)","AG.LND.TOTL.K2","","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23000614","23000614","23000724","23000724","22997034","22992224","22989244","22988924","22989614","22992119","22998942","22991762","22990861","22989685","22989749","22990189","22990267","22986624","22986276","22985384","22985379","22985443","22985525","22985375","22985394","22984919","23000119","23000133","23000146","22989284.3","","",
"Togo","TGO","Land area (sq. km)","AG.LND.TOTL.K2","","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","","",
"Thailand","THA","Land area (sq. km)","AG.LND.TOTL.K2","","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","","",
"Tajikistan","TJK","Land area (sq. km)","AG.LND.TOTL.K2","","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","138786","138790","138790","138790","138790","","",
"Turkmenistan","TKM","Land area (sq. km)","AG.LND.TOTL.K2","","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Land area (sq. km)","AG.LND.TOTL.K2","","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942332","19942202","19942202","19942202","19942202","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913412","19913412","19913412","19913412","19913469","","",
"Timor-Leste","TLS","Land area (sq. km)","AG.LND.TOTL.K2","","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Land area (sq. km)","AG.LND.TOTL.K2","","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637730","8637710","8637710","8637770","8637780","8637780","8635270","8635260","8635260","8635260","8635068","8635068","8635069","8635069","8635069","8635069","","",
"Tonga","TON","Land area (sq. km)","AG.LND.TOTL.K2","","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","","",
"South Asia (IDA & IBRD)","TSA","Land area (sq. km)","AG.LND.TOTL.K2","","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4772910","4772910","4772910","4772910","4772910","4772910","4773260","4773260","4773260","4773260","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4770760","4770787","4770787","4770754","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Land area (sq. km)","AG.LND.TOTL.K2","","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21343191","21342791","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21342391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21370655.328","21370708.777","21370705.344","21370678.296","21370663.056","21370661.983","21371354.379","23852917.359","23852918.97","23852924.332","23852892.678","23852942.338","23852850.342","23852824.032","23852823.228","","",
"Trinidad and Tobago","TTO","Land area (sq. km)","AG.LND.TOTL.K2","","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","","",
